"date"	"samples"	"reads"	"bases"
""	0	0	0
"2018-01-01"	3394	6804747886	435163149370
"2018-01-02"	2693	3738424220	298546067991
"2018-01-03"	466	851128426	213849511085
"2018-01-04"	1652	1448288162	439848842004
"2018-01-05"	463	661580860	186653594941
"2018-01-06"	0	0	0
"2018-01-07"	3274	4668837219	22689334777
"2018-01-08"	168	3244523714	985116491587
"2018-01-09"	819	1161368067	347716093903
"2018-01-10"	931	839128968	124546573246
"2018-01-11"	4912	2940092615	192014741231
"2018-01-12"	2307	4394589214	7437663093
"2018-01-13"	592	5639336742	1202810101951
"2018-01-14"	326	411463097	128012000996
"2018-01-15"	1053	1422736233	462474439206
"2018-01-16"	1377	3647653478	930286819040
"2018-01-17"	603	1886984817	598606751407
"2018-01-18"	602	793008489	243833678487
"2018-01-19"	1694	2389162784	749935428818
"2018-01-20"	454	1716203110	520994386285
"2018-01-21"	299	660656017	201565212452
"2018-01-22"	270	870935954	266211639533
"2018-01-23"	686	1625723714	451925065678
"2018-01-24"	258	755766469	224590138475
"2018-01-25"	1151	1038255144	206850772374
"2018-01-26"	1382	328106680	125829743807
"2018-01-27"	569	4272462092	1287892065709
"2018-01-28"	256	1375838745	418334314714
"2018-01-29"	39	11609785	6088722667
"2018-01-30"	914	595428208	161884249359
"2018-01-31"	1224	1052354059	273864719021
"2018-02-01"	2794	2293024097	46682059355
"2018-02-02"	19	344966	604083444
"2018-02-03"	3700	4872849405	270807190728
"2018-02-04"	460	122811357	38347778352
"2018-02-05"	89	277219405	56701375502
"2018-02-06"	3826	973030669	288007911676
"2018-02-07"	501	102608463	45581398094
"2018-02-08"	1380	2827955854	592218285230
"2018-02-09"	127	35135996	5267695859
"2018-02-10"	13320	2041239858	29451156436
"2018-02-11"	209	27887735	7671977204
"2018-02-12"	693	6903853700	962672485845
"2018-02-13"	574	1710134647	378222276708
"2018-02-14"	213	572394883	160268655472
"2018-02-15"	1059	284202659	82954728706
"2018-02-16"	74	4948566	2474283074
"2018-02-17"	2262	108876245	4744103956
"2018-02-18"	372	78698572	40690344778
"2018-02-19"	38	23310402	11923948984
"2018-02-20"	1379	65881236	18923986293
"2018-02-21"	1344	606155611	169332044621
"2018-02-22"	5242	2149513710	30489880988
"2018-02-23"	188	571245435	169856861525
"2018-02-24"	771	39901002	22240119630
"2018-02-25"	341	30877497	11221364715
"2018-02-26"	139	13307943	4008574252
"2018-02-27"	1897	7372047758	1110947155170
"2018-02-28"	165	88625796	30795182087
"2018-03-01"	242	4012257497	840509685861
"2018-03-02"	150	106156093	18137038279
"2018-03-03"	7371	11075394160	983294349659
"2018-03-04"	313	77065019	21376877109
"2018-03-05"	57	2279382	1124182344
"2018-03-06"	353	151201401	64477802152
"2018-03-07"	2137	1721786761	293241403187
"2018-03-08"	1037	197664593	67011278932
"2018-03-09"	0	0	0
"2018-03-10"	2340	3558286320	18829121545
"2018-03-11"	493	17418872999	5226918197543
"2018-03-12"	400	948825	546550149
"2018-03-13"	1513	206219	82489113
"2018-03-14"	844	1484312900	293332155951
"2018-03-15"	585	0	585
"2018-03-16"	1484	0	1484
"2018-03-17"	0	0	0
"2018-03-18"	0	0	0
"2018-03-19"	0	0	0
"2018-03-20"	0	0	0
