"date"	"samples"	"reads"	"bases"
""	0	0	0
"2015-01-01"	57	808312487	99415854788
"2015-01-02"	48	590178446	119604704098
"2015-01-03"	1	0	1
"2015-01-04"	27	12357222	6108241672
"2015-01-05"	21	186019	96019738
"2015-01-06"	255	7310570381	548925327523
"2015-01-07"	297	2813320331	439514924570
"2015-01-08"	5304	40736619562	1589661843754
"2015-01-09"	1192	13051478943	1447259925626
"2015-01-10"	1	269052620	53728984595
"2015-01-11"	0	0	0
"2015-01-12"	211	3740552365	750164239913
"2015-01-13"	10	1271793	330083147
"2015-01-14"	1928	16455974736	2039346668416
"2015-01-15"	429	2225608020	282363691673
"2015-01-16"	136	828972767	148850987897
"2015-01-17"	18	333579917	17012575785
"2015-01-18"	17	372325283	19082188210
"2015-01-19"	125	1451912963	111275472502
"2015-01-20"	2370	13290352161	172806713390
"2015-01-21"	585	13265190153	1725573158990
"2015-01-22"	341	5367667421	705277888629
"2015-01-23"	918	20384650536	4890395114208
"2015-01-24"	226	5899156153	637898560993
"2015-01-25"	328	4809621281	634994189586
"2015-01-26"	123	196513290	16908888198
"2015-01-27"	2575	32499204306	1154549044915
"2015-01-28"	141	680060481	103032322455
"2015-01-29"	896	7002227381	439753626956
"2015-01-30"	1304	5991121168	793076349205
"2015-01-31"	968	12342073314	1146772164552
"2015-02-01"	29	3024894124	448777185682
"2015-02-02"	421	5636262783	732354699696
"2015-02-03"	2158	23630520501	575251989510
"2015-02-04"	42	313815267	54524108490
"2015-02-05"	11	363900379	59525595024
"2015-02-06"	3602	33355788209	2038679831090
"2015-02-07"	3178	28512727755	761847790617
"2015-02-08"	18	792798739	42984408682
"2015-02-09"	459	9443872423	1858791371320
"2015-02-10"	6714	8905217400	6267252590
"2015-02-11"	3158	9508257898	453887552604
"2015-02-12"	3385	9782678983	633768409837
"2015-02-13"	2687	101425186752	462955550561
"2015-02-14"	2918	55380434679	934500568968
"2015-02-15"	1939	9920684858	1300417112168
"2015-02-16"	354	3261624989	492047935829
"2015-02-17"	1347	54077757172	7625180938725
"2015-02-18"	975	9239097139	1485203236045
"2015-02-19"	733	1234920485	61222655081
"2015-02-20"	2406	9723706093	322179390970
"2015-02-21"	433	1379940248	209579142482
"2015-02-22"	24	3284879743	679074180723
"2015-02-23"	59	1221913713	141958747024
"2015-02-24"	2561	10800448576	122257767754
"2015-02-25"	782	4620989123	861626182838
"2015-02-26"	135	2214715426	270455634917
"2015-02-27"	54	856300303	177126194918
"2015-02-28"	221	446257156	47637408242
"2015-03-01"	437	4709249247	670288920404
"2015-03-02"	144	191579090	11988921256
"2015-03-03"	2520	12960479854	250553638320
"2015-03-04"	164	1518920597	460996159016
"2015-03-05"	3475	9870076625	999007666103
"2015-03-06"	25	274907819	55273723770
"2015-03-07"	2275	19469450500	358522536604
"2015-03-08"	1465	25961028172	2967045618404
"2015-03-09"	2007	22038473412	2971163951
"2015-03-10"	1850	35620974034	3475743524377
"2015-03-11"	5045	103975763906	1551858754687
"2015-03-12"	3604	27804761344	2167812998951
"2015-03-13"	3968	18532619197	464410902502
"2015-03-14"	198	3203602657	605536810372
"2015-03-15"	12	68242	35288762
"2015-03-16"	4205	20349629868	69375458425
"2015-03-17"	2422	38230303843	458822081135
"2015-03-18"	528	8305742030	1377085323223
"2015-03-19"	663	1839812536	228737668466
"2015-03-20"	11	1039103187	147214926851
"2015-03-21"	9167	175377304426	3697606219840
"2015-03-22"	4300	79834419601	270021648412
"2015-03-23"	8221	181565986332	348123122989
"2015-03-24"	40708	72037459228	1413529733720
"2015-03-25"	2118	35830867696	637016481246
"2015-03-26"	1033	21701750427	3270832180482
"2015-03-27"	155	453773175	62502149865
"2015-03-28"	3047	145875487570	2859844898385
"2015-03-29"	10	84094	45895069
"2015-03-30"	2741	33578463354	1115659936693
"2015-03-31"	2096	19052684814	38622142799
"2015-04-01"	1101	23971779501	3065849912698
"2015-04-02"	2649	49636093472	873502837559
"2015-04-03"	1278	8933429981	1522301128310
"2015-04-04"	825	18062740421	1356042736733
"2015-04-05"	85	1973119146	282544935273
"2015-04-06"	455	7287300036	1704929333369
"2015-04-07"	95	1262582348	128373358633
"2015-04-08"	1428	7528882462	761417724681
"2015-04-09"	5968	14923812005	1085579229427
"2015-04-10"	699	20837240075	3415071151825
"2015-04-11"	48	3994310997	325411857332
"2015-04-12"	40	342874	144667740
"2015-04-13"	163	329721451	46701744568
"2015-04-14"	2732	9648274928	374624454246
"2015-04-15"	43	524450528	57159439209
"2015-04-16"	1676	293488580	45827966200
"2015-04-17"	141	920615748	43436865011
"2015-04-18"	9	744112046	75015437475
"2015-04-19"	175	517883804	57169789085
"2015-04-20"	1051	13439923265	2343338052037
"2015-04-21"	1968	19065700225	2289121204540
"2015-04-22"	1089	12246864732	2016758485087
"2015-04-23"	775	18843441783	2646169059428
"2015-04-24"	905	18383688686	2470229177072
"2015-04-25"	53	521080069	84641291758
"2015-04-26"	680	11705585743	1866105580845
"2015-04-27"	2030	3392154551	2030
"2015-04-28"	1051	9565147612	1023459366612
"2015-04-29"	678	647114209	109395566106
"2015-04-30"	882	8673383678	1145097809359
"2015-05-01"	2201	22073564746	506099457929
"2015-05-02"	20	418808086	43543778688
"2015-05-03"	4944	112947095017	168197401756
"2015-05-04"	1534	4704864466	721746969487
"2015-05-05"	211	27565381916	5367538421919
"2015-05-06"	6018	30304172129	396814041592
"2015-05-07"	186	6151495476	1103522762125
"2015-05-08"	247	981622585	130262942782
"2015-05-09"	1008	5753294642	976518622835
"2015-05-10"	341	3224617612	616497854457
"2015-05-11"	278	858237662	207330708066
"2015-05-12"	5770	53576767039	4783691800818
"2015-05-13"	293	473905458	24847154609
"2015-05-14"	2417	24514727252	945726379106
"2015-05-15"	1820	14997377747	2264888959282
"2015-05-16"	0	0	0
"2015-05-17"	0	0	0
"2015-05-18"	0	0	0
"2015-05-19"	0	0	0
"2015-05-20"	0	0	0
"2015-05-21"	2587	23234202074	132510489913
"2015-05-22"	573	9074413444	2030971545532
"2015-05-23"	117	4585339951	258139110898
"2015-05-24"	29	37076631	2179743969
"2015-05-25"	111	2111930531	531906445028
"2015-05-26"	1792	20007014488	2943332998822
"2015-05-27"	2205	29798942027	235422210164
"2015-05-28"	1203	8832096848	807620943291
"2015-05-29"	1419	4868245803	466190151961
"2015-05-30"	1631	19609752688	1876146274421
"2015-05-31"	1256	18736780360	2475135626949
"2015-06-01"	1769	23736507432	4320296495816
"2015-06-02"	761	3086424127	355604741190
"2015-06-03"	944	4980723552	498072356144
"2015-06-04"	60	2331488969	193232364117
"2015-06-05"	93898	979647851157	2024776083605
"2015-06-06"	0	0	0
"2015-06-07"	57	681507679	30135413772
"2015-06-08"	6482	85451838774	751594841317
"2015-06-09"	1957	18423698955	2582148395057
"2015-06-10"	1388	16868655570	2517189875978
"2015-06-11"	736	14081517312	2240323770977
"2015-06-12"	513	15640086716	1482446475331
"2015-06-13"	600	10079823901	1071166865271
"2015-06-14"	75	1662769365	299413332462
"2015-06-15"	309	1274812719	149390642926
"2015-06-16"	0	0	0
"2015-06-17"	5389	71224067034	1427570380247
"2015-06-18"	1137	9067984710	1367929892579
"2015-06-19"	609	15047025651	1908826953201
"2015-06-20"	1117	7261053702	1276495331848
"2015-06-21"	420	7448696125	1474343825386
"2015-06-22"	179	405641124	107264128625
"2015-06-23"	3030	35686424027	3408478046303
"2015-06-24"	2325	7093811776	78514424725
"2015-06-25"	148	2443840942	198435667848
"2015-06-26"	2963	16758772589	1948521983441
"2015-06-27"	1015	22963222553	2698318836712
"2015-06-28"	189	1120034951	212932027293
"2015-06-29"	15087	9450529678	531037887341
"2015-06-30"	1259	23859064536	2122892013930
"2015-07-01"	845	7593838851	1111879020054
"2015-07-02"	951	8849418320	1317918416943
"2015-07-03"	405	1034206492	83421545558
"2015-07-04"	1762	7597650739	1619385054323
"2015-07-05"	224	4218533700	667506953967
"2015-07-06"	498	1319642189	269836038588
"2015-07-07"	1552	22133101296	3404654378938
"2015-07-08"	2082	8715460176	32047010406
"2015-07-09"	1976	64890143060	5804736480785
"2015-07-10"	0	0	0
"2015-07-11"	2516	53808020527	427246171090
"2015-07-12"	408	2743897671	493106629276
"2015-07-13"	55	2100017381	420543411340
"2015-07-14"	1025	12008734162	1370865449886
"2015-07-15"	727	4848122372	823918095768
"2015-07-16"	8223	56279333280	206839548229
"2015-07-17"	2810	15142061964	353539666642
"2015-07-18"	12	99361853	19702006485
"2015-07-19"	0	0	0
"2015-07-20"	429	5889736780	1079755737156
"2015-07-21"	2777	61558817830	1874886588608
"2015-07-22"	146	908847096	82202223618
"2015-07-23"	1754	9156823168	1420054079716
"2015-07-24"	1827	30741847158	4250049659249
"2015-07-25"	357	1784059	702330092
"2015-07-26"	3557	17344023706	963723953977
"2015-07-27"	249	628506650	126750625485
"2015-07-28"	1536	27645557664	2893886687963
"2015-07-29"	1256	12291964764	1717803461052
"2015-07-30"	1202	14039929717	2489235009096
"2015-07-31"	2067	25656628503	103237357945
"2015-08-01"	788	21886818556	4310238760763
"2015-08-02"	2481	52003798917	838513024982
"2015-08-03"	782	21473299610	1858891862411
"2015-08-04"	2871	27089160695	2548924819400
"2015-08-05"	2060	17388283125	95368188496
"2015-08-06"	1277	13887359794	2238501135441
"2015-08-07"	640	13091759964	2027977566446
"2015-08-08"	1436	17630007034	2657150750158
"2015-08-09"	467	4445389887	885995752933
"2015-08-10"	98	2532716157	341316999780
"2015-08-11"	1542	17379064450	3424124838290
"2015-08-12"	3514	21685293881	1439118001707
"2015-08-13"	1417	9809663298	1656025507716
"2015-08-14"	1035	20472877819	3039063559911
"2015-08-15"	2580	42646705662	2053836201494
"2015-08-16"	736	10589529558	1674999545386
"2015-08-17"	462	4896754577	598857569792
"2015-08-18"	2164	30682381371	128695385826
"2015-08-19"	1641	28141419890	4635592161056
"2015-08-20"	1095	11683176427	1618302132400
"2015-08-21"	1202	30210602452	4710815154216
"2015-08-22"	885	12008028126	2079921651655
"2015-08-23"	1124	12652629007	1660910557675
"2015-08-24"	1353	10242375587	1191178032770
"2015-08-25"	5	1400848	641073547
"2015-08-26"	27	107977362	21637811347
"2015-08-27"	341	15665486828	2729764223901
"2015-08-28"	31	114569312	22933040413
"2015-08-29"	4088	48618276045	50144882634
"2015-08-30"	966	2800537083	843876889989
"2015-08-31"	1470	19008165193	2866094669091
"2015-09-01"	2287	17787235223	121628096831
"2015-09-02"	3092	31236747260	345795675594
"2015-09-03"	0	0	0
"2015-09-04"	2458	10199648204	108018836828
"2015-09-05"	354	908541743	194527121220
"2015-09-06"	40	125271123	7531028691
"2015-09-07"	602	2481220831	255776314589
"2015-09-08"	3629	36612242678	1087496844178
"2015-09-09"	6	80041704	4002085206
"2015-09-10"	6808	4079568643	79350999342
"2015-09-11"	580	411432633	81964335768
"2015-09-12"	113	91997722	9199772313
"2015-09-13"	92	615397137	85624285525
"2015-09-14"	226	3074184827	202282417611
"2015-09-15"	2107	30130504888	202016697550
"2015-09-16"	2100	32914212007	43014856157
"2015-09-17"	1737	20619631376	2340652811523
"2015-09-18"	418	32769057526	6541393145989
"2015-09-19"	3758	43834960734	2926492105114
"2015-09-20"	1543	7769789252	1113301387873
"2015-09-21"	716	5806656542	1104103157956
"2015-09-22"	3581	38290375736	2970769842099
"2015-09-23"	1043	16885777447	2485568501715
"2015-09-24"	1967	66408523943	12402309510098
"2015-09-25"	808	21431292549	3863666828756
"2015-09-26"	2301	25824184531	161656332701
"2015-09-27"	543	7604260130	1358736117306
"2015-09-28"	1357	15991132266	1948591486595
"2015-09-29"	1108	9903656082	1581604271620
"2015-09-30"	952	15129698567	2465835547720
"2015-10-01"	4814	44475617378	300889487165
"2015-10-02"	3612	63883113923	3057923265070
"2015-10-03"	902	10683947001	1593798568996
"2015-10-04"	1194	7363577192	1119902906589
"2015-10-05"	455	11694888022	1538956271901
"2015-10-06"	5168	48923187296	3163708688521
"2015-10-07"	2795	18971440925	414765824169
"2015-10-08"	2635	124871769471	705706600344
"2015-10-09"	1220	31547934413	5541286284212
"2015-10-10"	1151	24110630028	4746069814527
"2015-10-11"	3142	9230672609	798439552590
"2015-10-12"	309	4667452774	911078948498
"2015-10-13"	4380	28734843579	362115189791
"2015-10-14"	1736	21828998359	3038973314546
"2015-10-15"	6423	12855037294	740366631997
"2015-10-16"	3682	11389626497	357668830668
"2015-10-17"	955	10656324527	1672534264525
"2015-10-18"	127	6548270663	742007318840
"2015-10-19"	1072	8347987442	1427981944709
