"date"	"samples"	"reads"	"bases"
""	0	0	0
"2016-01-01"	3395	40044294278	1742242707347
"2016-01-02"	1702	48862380457	8511958095025
"2016-01-03"	160	7455169736	1397643543487
"2016-01-04"	1875	4513335877	680422450860
"2016-01-05"	4371	73766499727	914090152882
"2016-01-06"	1400	18949224675	2380758922491
"2016-01-07"	841	19144725835	1994179894637
"2016-01-08"	7744	21803759707	372490306447
"2016-01-09"	1100	8201109025	1385294723110
"2016-01-10"	1023	5925404840	920157896131
"2016-01-11"	1617	23946234235	4540093492144
"2016-01-12"	3991	36794927495	1942449298730
"2016-01-13"	1192	12199538967	1967979978343
"2016-01-14"	1979	15820715690	2525040831572
"2016-01-15"	1203	20065337726	2348042253835
"2016-01-16"	925	14751696219	1479965410387
"2016-01-17"	1564	3214994628	558320964013
"2016-01-18"	397	1869307162	325279078264
"2016-01-19"	4548	32175494120	1037045660669
"2016-01-20"	39	136015755	7626336898
"2016-01-21"	3645	61044029587	4912478348080
"2016-01-22"	1541	17192987785	3059335685524
"2016-01-23"	5683	36054846084	4777096936657
"2016-01-24"	430	4848510466	1279378930049
"2016-01-25"	80	1835210713	365451670165
"2016-01-26"	2068	14397949388	26386889433
"2016-01-27"	1417	3309944851	530058798770
"2016-01-28"	8182	4368718821	64616195591
"2016-01-29"	3204	29142852726	1301834771842
"2016-01-30"	1544	54996681572	5835422496043
"2016-01-31"	2483	3604078027	595240038533
"2016-02-01"	300	4588236897	838533770428
"2016-02-02"	4686	68068757166	1695222216459
"2016-02-03"	1445	5081843389	823331119568
"2016-02-04"	1943	31112929973	4142094305500
"2016-02-05"	783	263384436	78396807854
"2016-02-06"	2800	29032390068	1265946307350
"2016-02-07"	931	1876159935	351226364309
"2016-02-08"	86	5371991880	506376048992
"2016-02-09"	4049	29565804207	14586159296
"2016-02-10"	1382	13182141056	2467579645129
"2016-02-11"	2007	42687062635	1325946339
"2016-02-12"	727	7808809146	1260893140844
"2016-02-13"	1337	15285305309	1981146307228
"2016-02-14"	812	3656380738	589768411624
"2016-02-15"	254	635345091	156404572734
