"date"	"samples"	"reads"	"bases"
""	0	0	0
"2012-01-01"	7	87005449	17479347153
"2012-01-02"	2344	26643631574	367221121752
"2012-01-03"	617	7059963631	648630134455
"2012-01-04"	64	3004704939	381832093831
"2012-01-05"	1592	23860529464	3280010550503
"2012-01-06"	1801	18002151338	2470557482513
"2012-01-07"	551	3767161573	650704748194
"2012-01-08"	25	194337019	34835352553
"2012-01-09"	250	5692231935	863905457091
"2012-01-10"	348	2945255930	502477031460
"2012-01-11"	247	3028551271	628048924306
"2012-01-12"	9	15538926	3489694676
"2012-01-13"	21	182080404	6688077338
"2012-01-14"	12	2498113606	314734200576
"2012-01-15"	10	385395271	77514327604
"2012-01-16"	1583	31300184330	2888544382231
"2012-01-17"	23	7755775	1724093576
"2012-01-18"	6	240369229	35341519701
"2012-01-19"	510	9332939718	1507647889415
"2012-01-20"	0	0	0
"2012-01-21"	6	975901927	108242227616
"2012-01-22"	51	325520196	65513196038
"2012-01-23"	175	63400980	11819986679
"2012-01-24"	3	338199	177799381
"2012-01-25"	0	0	0
"2012-01-26"	95	564588994	74964456672
"2012-01-27"	32	3288905842	327273072124
"2012-01-28"	14	140055664	9624265006
"2012-01-29"	0	0	0
"2012-01-30"	0	0	0
"2012-01-31"	288	3230171726	420562061550
"2012-02-01"	20	927389631	101986005256
"2012-02-02"	77	3531793935	512123572716
"2012-02-03"	2423	65631655768	1345440331132
"2012-02-04"	23	806306470	184449945949
"2012-02-05"	91	3257103303	347945923931
"2012-02-06"	43	2060137460	551435598753
"2012-02-07"	1310	5893953227	930779550664
"2012-02-08"	42	695406525	88986035406
"2012-02-09"	4	62584615	5429127443
"2012-02-10"	129	7738906408	1846925773743
"2012-02-11"	62	2584960404	301383924276
"2012-02-12"	0	0	0
"2012-02-13"	281	6981725507	1166171586557
"2012-02-14"	724	5281029207	881299161918
"2012-02-15"	172	2572179118	191061221361
"2012-02-16"	148	6875779227	1011594371604
"2012-02-17"	572	3169170380	463926319239
"2012-02-18"	113	2266366547	217160300740
"2012-02-19"	0	0	0
"2012-02-20"	17	2378872977	478896078085
"2012-02-21"	0	0	0
"2012-02-22"	0	0	0
"2012-02-23"	0	0	0
"2012-02-24"	35	1888665217	332636563353
"2012-02-25"	0	0	0
"2012-02-26"	0	0	0
"2012-02-27"	84	168587241	43549597490
